sampleid,taxa,count,measurement,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43
P19105204002,ephemeridae,1,BL,21.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19105204002,ephemeridae,1,HW,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19105204002,ephemeroptera,1,BL,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19105204002,ephemeroptera,1,HW,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19105204002,oligochaeta,3,BL,3.39,3.46,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19105204002,chironomidae,9,BL,25.79,5.87,6.76,6.65,7.76,7.81,17.1,15.62,18.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19105204002,chironomidae,9,HW,0.6,0.5,0.31,0.51,0.35,0.47,0.48,0.5,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19105204002,ceratopogonidae,4,BL,11.77,8.16,8.16,7.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19105204002,ceratopogonidae,4,HW,0.53,0.48,0.46,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19105204003,ceratopogonidae,2,BL,7.52,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19105204003,ceratopogonidae,2,HW,0.36,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19105204003,chironomidae,11,BL,5.6,6.99,6.15,6.98,18,7.12,7.31,14.86,3.68,8.22,9.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19105204003,chironomidae,11,HW,0.36,0.35,0.34,0.36,0.64,0.46,0.31,0.48,0.38,0.51,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19105204003,ephemeroptera,3,BL,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19105204003,ephemeroptera,3,HW,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19105204003,oligochaeta,6,BL,13.8,26.22,6.3,9.96,6.22,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19105204003,sialidae,2,BL,7.38,10.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19105204003,sialidae,2,HW,1.25,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19105204004,chironomidae,7,BL,8.51,23.83,15.66,18.78,15.96,16.13,21.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19105204004,chironomidae,7,HW,0.51,0.63,0.93,0.63,0.66,0.65,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19105204004,ceratopogonidae,7,BL,10.83,12.88,8.61,8.64,7.06,8.43,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19105204004,ceratopogonidae,7,HW,0.51,0.53,0.45,0.5,0.48,0.5,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19105204004,oligochaeta,3,BL,3.4,3.48,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19105204005,sphaeriidae,3,SL,1.63,2.55,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19105204005,chironomidae,2,BL,7.66,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19105204005,chironomidae,2,HW,0.47,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19105204005,ceratopogonidae,3,BL,5.91,5.64,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19105204005,ceratopogonidae,3,HW,0.36,0.27,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19105204005,oligochaeta,8,BL,4.32,15.85,11.64,2.66,3.46,2.39,3.21,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19090225001,chironomidae,19,BL,26.28,22.88,23.58,23.63,25.69,24.31,25.82,27.91,21.84,26.96,26.49,19.21,24.3,23.14,21.54,23.25,22.58,24.91,11.88,,,,,,,,,,,,,,,,,,,,,,,,
P19090225001,chironomidae,19,HW,0.41,0.59,0.46,0.5,0.57,0.44,0.57,0.55,0.56,0.54,0.62,0.51,0.64,0.57,0.57,0.55,0.6,0.54,0.39,,,,,,,,,,,,,,,,,,,,,,,,
P19090225001,diptera,1,BL,12.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19090225001,diptera,1,HW,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19090225001,planorbidae,1,SL,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19090225001,planorbidae,1,AL,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19090225001,planorbidae,1,AW,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19090225002,chironomidae,15,BL,25.57,23.29,21.75,23.8,24.84,24.43,24.94,24.49,24.6,22.75,23.96,26.91,25.14,27.32,23.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19090225002,chironomidae,15,HW,0.52,0.59,0.58,0.5,0.61,0.61,0.55,0.48,0.56,0.61,0.64,0.56,0.58,0.64,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19090225002,oligochaeta,14,BL,4.33,11.71,11.05,9.31,4.89,9.2,8.41,8.09,4.29,4.24,5.28,5.768,20.79,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19090225003,chironomidae,15,BL,25.6,25.47,6.18,27.12,24.29,25.54,24.6,29.55,27.14,25.88,24.91,22.29,26.75,24.42,26.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19090225003,chironomidae,15,HW,0.59,0.57,0.45,0.62,0.63,0.52,0.6,0.53,0.68,0.49,0.58,0.62,0.53,0.6,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19090225003,oligochaeta,17,BL,7.26,7.81,4.83,6.75,7.49,37.43,8.01,6.27,11.61,8.06,7.75,6.63,10.57,8.11,8.91,8.58,7.77,,,,,,,,,,,,,,,,,,,,,,,,,,
P19090225003,hirudinea,1,BL,7.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19090225004,chironomidae,16,BL,23.33,21.89,22.23,23.65,23.69,21.25,23.86,24.82,22.57,25.99,25.3,23.26,24.88,19.28,22.38,8.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19090225004,chironomidae,16,HW,0.64,0.45,0.6,0.61,0.6,0.55,0.76,0.62,0.56,0.67,0.66,0.64,0.64,0.55,0.64,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19090225005,chironomidae,16,BL,22.95,21.92,23.12,22.21,26.06,25.61,25.69,25.62,24.73,25.28,25.27,22.77,24.19,8.8,8.18,11.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19090225005,chironomidae,16,HW,0.63,0.52,0.52,0.53,0.52,0.65,0.54,0.6,0.58,0.49,0.57,0.67,0.63,0.5,0.53,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19090225005,oligochaeta,15,BL,12.29,5.99,8.14,6.47,8.35,7.81,4.72,8.56,6.52,8.84,4.34,8.91,5.16,10.62,8.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197001,chironomidae,16,BL,8.87,6.42,8.62,5.91,6.44,6.21,4.33,5.24,4.7,7.36,5.79,4.61,4.31,7.02,5.03,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197001,chironomidae,16,HW,0.37,0.37,0.33,0.39,0.41,0.3,0.37,0.35,0.34,0.4,0.31,0.35,0.34,0.35,0.4,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197001,oligochaeta,15,BL,25.4,7.49,6.23,7.52,33.98,18.62,26.98,13.66,7.19,9.11,17.16,7.07,19.24,9.36,17.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197001,sphaeriidae,1,SL,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197002,chironomidae,16,BL,20.91,4.82,21.65,21.65,4.92,4.92,5.79,5.01,5.17,4.98,5.25,6.09,4.44,5.61,5.15,7.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197002,chironomidae,16,HW,0.52,0.34,0.51,0.54,0.35,0.41,0.27,0.34,0.36,0.48,0.34,0.34,0.31,0.3,0.41,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197002,oligochaeta,5,BL,8.12,6.83,13.76,23.08,22.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197003,chironomidae,8,BL,NA,NA,NA,4.72,5.15,5.91,4.76,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197003,chironomidae,8,HW,0.52,0.49,0.6,0.43,0.34,0.39,0.33,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197003,hirudinea,2,BL,4.66,6.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197003,oligochaeta,4,BL,17.11,17.54,12.08,8.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197004,chironomidae,5,BL,8.35,10.43,9.46,11.76,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197004,chironomidae,5,HW,0.46,0.48,0.49,0.48,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197004,oligochaeta,4,BL,5.72,15.87,13.72,12.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197004,sphaeriidae,5,SL,1.6,1.69,1.49,3.75,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197005,chironomidae,9,BL,5.3,4.33,4.54,4.73,1.91,7.82,11.44,10.81,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197005,chironomidae,9,HW,0.4,0.37,0.33,0.35,0.27,0.44,0.49,0.48,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197005,oligochaeta,6,BL,8.93,7.61,10.96,7.56,10.03,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197006,chironomidae,16,BL,13.72,5.2,11.83,12.68,11.15,14.22,5.45,5.4,4.65,4.04,4.95,4.29,5.48,4.9,5.26,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197006,chironomidae,16,HW,0.49,0.38,0.49,0.57,0.54,0.54,0.37,0.35,0.38,0.35,0.35,0.31,0.35,0.28,0.37,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197006,oligochaeta,13,BL,15.15,9.31,18.93,19.55,13.13,16.96,10.62,11.67,12.47,10.32,18.35,6.96,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197007,chironomidae,4,BL,9.86,11.36,4.99,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197007,chironomidae,4,HW,0.53,0.43,0.44,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197007,ceratopogonidae,4,BL,14.28,14.47,11.99,9.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197007,ceratopogonidae,4,HW,0.51,0.58,0.49,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197008,chironomidae,3,BL,10.81,8.98,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197008,chironomidae,3,HW,0.5,0.53,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197008,sphaeriidae,4,SL,6.43,4.53,3.13,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197008,trichoptera,1,BL,12.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197008,trichoptera,1,HW,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197008,hirudinea,4,BL,7.64,5.04,1.87,21.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197008,sialidae,1,BL,7.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197008,sialidae,1,HW,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197008,oligochaeta,11,BL,16.56,11.45,26.07,23.67,17.34,17.52,19.83,9.71,15.61,27.96,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197009,chironomidae,15,BL,5.46,5.27,4.17,12.82,10.38,13.07,4.86,4.84,5.7,5.2,12.83,5.17,4.69,4.57,5.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197009,chironomidae,15,HW,0.43,0.35,0.4,0.56,0.53,0.5,0.36,0.34,0.35,0.34,0.5,0.31,0.36,0.37,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197009,oligochaeta,6,BL,16.55,2.23,14.9,19.25,6.23,15.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197010,chironomidae,15,BL,4.69,4.7,5.3,5.08,5.32,8.72,5.26,5.25,5.45,5.67,4.67,5.52,5.19,4.51,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197010,chironomidae,15,HW,0.37,0.43,0.29,0.37,0.37,0.61,0.37,0.36,0.31,0.34,0.36,0.4,0.39,0.32,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19113197010,oligochaeta,6,BL,17.65,13.07,24.72,18.54,13.75,15.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19406226001,chironomidae,7,BL,8.71,15.89,8.49,8.35,7.92,16.65,13.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19406226001,chironomidae,7,HW,0.56,0.43,0.51,0.41,0.48,0.41,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19406226002,chironomidae,1,BL,7.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19406226002,chironomidae,1,HW,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19406226002,planorbidae,2,SL,2.06,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19406226002,planorbidae,2,AL,0.99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19406226002,planorbidae,2,AW,0.56,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19406226003,chironomidae,3,BL,13.63,14.27,8.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19406226003,chironomidae,3,HW,0.57,0.47,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19406226003,oligochaeta,1,BL,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19406226004,chironomidae,10,BL,26.3,8.24,14.64,12.51,22.91,8.34,6.68,7.7,7.79,12.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19406226004,chironomidae,10,HW,0.63,0.37,0.46,0.43,0.6,0.32,0.33,0.3,0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19406226005,chironomidae,12,BL,9.58,10.28,7.53,8.56,7.59,7.79,15.75,7.81,16.13,7.87,6.4,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19406226005,chironomidae,12,HW,0.33,0.32,0.31,0.33,0.33,0.31,0.45,0.37,0.59,0.4,0.32,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20012206001,chironomidae,1,BL,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20012206001,chironomidae,1,HW,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20012206001,oligochaeta,1,BL,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20012206001,sphaeriidae,1,SL,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20012206002,chironomidae,5,BL,7.47,4.55,8.27,3.78,6.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20012206002,chironomidae,5,HW,0.37,0.43,0.39,0.36,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20012206002,chaoboridae,1,ASL,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20012206002,chaoboridae,1,BL,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20012206002,oligochaeta,2,BL,5.17,11.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20012206002,planorbidae,2,SL,2.36,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20012206002,planorbidae,2,AL,1.01,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20012206002,planorbidae,2,AW,0.88,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20012206003,chironomidae,3,BL,7.25,4.25,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20012206003,chironomidae,3,HW,0.4,0.38,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20012206003,chaoboridae,1,ASL,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20012206003,chaoboridae,1,BL,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20012206003,physidae,2,SL,6.46,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20012206003,physidae,2,AL,4.18,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20012206003,physidae,2,AW,2.14,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20012206005,chaoboridae,5,ASL,0.42,0.34,0.37,0.39,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20012206005,chaoboridae,5,BL,4.23,7.81,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20012206005,chironomidae,3,BL,3.26,5.07,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20012206005,chironomidae,3,HW,0.23,0.33,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20012206005,planorbidae,2,SL,2.89,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20012206005,planorbidae,2,AL,0.97,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20012206005,planorbidae,2,AW,1.23,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20012206005,oligochaeta,2,BL,5.69,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20012206005,physidae,1,SL,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20012206005,physidae,1,AL,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20012206005,physidae,1,AW,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20019212001,oligochaeta,6,BL,4.33,3.23,15.27,3.97,8.56,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20019212001,chironomidae,4,BL,5.63,4.28,16.66,8.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20019212001,chironomidae,4,HW,0.3,0.39,0.53,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20019212001,chaoboridae,2,ASL,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20019212001,chaoboridae,2,BL,7.57,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20019212001,ceratopogonidae,2,BL,7.47,6.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20019212001,ceratopogonidae,2,HW,0.16,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20019212003,chaoboridae,1,ASL,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20019212003,chaoboridae,1,BL,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20019212003,oligochaeta,1,BL,7.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20019212004,chironomidae,1,BL,6.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20019212004,chironomidae,1,HW,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20036213001,chironomidae,3,BL,18.52,11.18,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20036213001,chironomidae,3,HW,0.62,0.37,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20036213001,oligochaeta,3,BL,7.21,4.81,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20036213001,sphaeriidae,1,SL,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20036213002,sialidae,1,BL,12.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20036213002,sialidae,1,HW,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20036213002,chironomidae,15,BL,3.34,4.6,4.64,5.01,5.92,5.11,4.86,8.08,8.86,3.68,5.84,6.87,5.52,5.43,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20036213002,chironomidae,15,HW,0.41,0.44,0.4,0.32,0.3,0.39,0.31,0.41,0.5,0.42,0.47,0.4,0.36,0.34,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20036213002,oligochaeta,4,BL,3.35,6.18,4.47,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20036213003,oligochaeta,3,BL,5.25,7.25,9.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20036213004,chironomidae,3,BL,8.41,5.25,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20036213004,chironomidae,3,HW,0.55,0.32,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20036213004,oligochaeta,3,BL,16.53,3.98,15.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20036213004,trichoptera,1,BL,13.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20036213004,trichoptera,1,HW,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20036213005,chironomidae,1,BL,21.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20036213005,chironomidae,1,HW,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20036213005,oligochaeta,5,BL,8.04,7.17,21.72,6.08,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20090205001,chironomidae,2,BL,4.63,6.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20090205001,chironomidae,2,HW,0.29,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20090205001,chaoboridae,1,ASL,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20090205001,chaoboridae,1,BL,7.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20090205001,oligochaeta,7,BL,2.45,1.81,2.49,2.21,3.53,5.43,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20090205002,sphaeriidae,2,SL,2.16,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20090205002,chironomidae,2,BL,4.59,4.52,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20090205002,chironomidae,2,HW,0.33,0.35,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20090205002,oligochaeta,3,BL,2.96,3.55,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20090205003,sphaeriidae,1,SL,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20090205003,chironomidae,5,BL,4.79,3.62,4.53,6.24,7.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20090205003,chironomidae,5,HW,0.38,0.35,0.36,0.42,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20090205003,oligochaeta,NA,BL,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20090205004,chironomidae,5,BL,5.39,3.1,4.12,3.25,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20090205004,chironomidae,5,HW,0.42,0.59,0.72,0.32,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20090205004,oligochaeta,2,BL,1.79,6.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20090205005,chironomidae,NA,BL,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20090205005,sphaeriidae,NA,SL,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20090205005,oligochaeta,NA,BL,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20105212001,chironomidae,3,BL,4.17,3.6,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
